epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
68,5668.78,0.66214,0.72219,1.01438,0.91267,0.87423,0.93178,0.8049,0.61606,0.51084,1.00953,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5746.12,0.66245,0.71909,1.01437,0.92407,0.86574,0.93135,0.80462,0.61345,0.50819,1.00741,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,5822.77,0.65434,0.70808,1.01021,0.92662,0.86407,0.93421,0.80849,0.61008,0.50349,1.00566,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,5899.6,0.64877,0.70122,1.00635,0.91223,0.87215,0.93467,0.80919,0.61081,0.5035,1.00484,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,5976.77,0.65053,0.70907,1.01038,0.9248,0.86358,0.93439,0.80854,0.60677,0.50477,1.00274,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,6054.33,0.64853,0.70497,1.00942,0.93282,0.86245,0.93503,0.81014,0.60174,0.50151,1.00002,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,6131.97,0.64663,0.69444,1.00828,0.93027,0.86459,0.93647,0.81146,0.60056,0.49773,1.00034,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,6208.72,0.64164,0.69088,1.00361,0.91906,0.87058,0.93671,0.81386,0.59933,0.49362,1.0006,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,6285.53,0.63183,0.68679,1.00051,0.9169,0.87827,0.93607,0.81287,0.59816,0.48745,0.99999,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,6363.06,0.63692,0.68976,1.00376,0.90095,0.88592,0.93527,0.8141,0.59461,0.48831,0.99802,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,6440.46,0.62703,0.68089,0.99913,0.92986,0.86564,0.93594,0.81484,0.5917,0.48677,0.99721,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,6517.67,0.62366,0.67571,0.99774,0.91285,0.87922,0.93807,0.81689,0.58882,0.48503,0.99587,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,6594.76,0.62327,0.67692,0.99824,0.92391,0.87345,0.93874,0.8188,0.58685,0.48549,0.996,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,6671.4,0.62145,0.67087,0.99587,0.90343,0.88831,0.93798,0.8206,0.58526,0.48369,0.99566,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,6749.57,0.61346,0.66391,0.99272,0.8989,0.89531,0.93778,0.81967,0.58631,0.48548,0.99627,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,6827.13,0.60777,0.65401,0.99056,0.92379,0.8756,0.93819,0.82052,0.58578,0.4847,0.99689,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,6904.04,0.6091,0.65585,0.99158,0.91316,0.88356,0.93739,0.82047,0.58396,0.48417,0.99548,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,6980.93,0.60501,0.6559,0.98967,0.91113,0.888,0.93762,0.82009,0.58141,0.48311,0.99382,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,7058.24,0.59971,0.64883,0.99046,0.91025,0.89003,0.93796,0.82073,0.5805,0.48216,0.9942,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,7136.11,0.59695,0.64599,0.9877,0.91095,0.89076,0.93801,0.82273,0.57909,0.48061,0.99304,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,7213.62,0.59596,0.64873,0.9878,0.92264,0.88178,0.93782,0.82361,0.57769,0.47814,0.99282,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,7290.62,0.59094,0.63781,0.98436,0.92435,0.88056,0.93838,0.82398,0.57527,0.47512,0.99126,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,7367.42,0.58735,0.63298,0.98127,0.92021,0.88184,0.93757,0.82584,0.57326,0.47593,0.98997,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,7462.5,0.45784,0.37781,0.92299,0.92065,0.88308,0.93838,0.82646,0.5719,0.47659,0.98981,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,7539.76,0.4526,0.36938,0.92129,0.91792,0.88309,0.93852,0.8266,0.5706,0.47615,0.98919,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,7616.07,0.44397,0.36167,0.91762,0.90454,0.89467,0.93875,0.82611,0.56996,0.47514,0.98908,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,7692.53,0.43975,0.35822,0.91467,0.91067,0.89142,0.93856,0.82694,0.56953,0.47406,0.98912,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,7769.28,0.43418,0.35341,0.91108,0.9179,0.88776,0.93856,0.82745,0.56983,0.4732,0.98953,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,7854.98,0.43108,0.35362,0.91257,0.91918,0.88787,0.93854,0.82822,0.56876,0.47313,0.98943,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,7931.76,0.42991,0.3534,0.91328,0.91933,0.88837,0.93886,0.82769,0.56779,0.47245,0.9891,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,8008.01,0.42559,0.34798,0.90805,0.92116,0.88674,0.93861,0.82701,0.56664,0.47156,0.98859,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,8104.75,0.42315,0.3441,0.90984,0.91735,0.88951,0.93897,0.8277,0.56624,0.47138,0.98901,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,8189.21,0.41968,0.34354,0.90593,0.91749,0.88933,0.9391,0.82798,0.56556,0.47136,0.98862,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
